age,fnlwgt,education-num,hours-per-week,marital-status_Married-AF-spouse,marital-status_Married-civ-spouse,marital-status_Married-spouse-absent,marital-status_Never-married,marital-status_Separated,marital-status_Widowed,relationship_Not-in-family,relationship_Other-relative,relationship_Own-child,relationship_Unmarried,relationship_Wife,race_Asian-Pac-Islander,race_Black,race_Other,race_White,sex_Male,income
0.30136986301369856,0.04430189755640374,0.8,0.39795918367346933,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
0.4520547945205479,0.04823759525135491,0.8,0.12244897959183672,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.2876712328767123,0.1381134458917972,0.5333333333333333,0.39795918367346933,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
0.4931506849315069,0.1510683093139186,0.4,0.39795918367346933,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1506849315068493,0.2214884340066014,0.8,0.39795918367346933,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.27397260273972607,0.18493160918759594,0.8666666666666667,0.39795918367346933,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.4383561643835617,0.10044824167017563,0.26666666666666666,0.1530612244897959,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.4794520547945205,0.1340358050012904,0.5333333333333333,0.44897959183673464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.1917808219178082,0.022748943915458904,0.8666666666666667,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
0.3424657534246575,0.0999470259844338,0.8,0.39795918367346933,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.27397260273972607,0.1821348528273183,0.6,0.8061224489795917,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.1780821917808219,0.08761902174651255,0.8,0.39795918367346933,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0.0821917808219178,0.07469811602667717,0.8,0.2959183673469387,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0.2054794520547945,0.13089607584792384,0.7333333333333334,0.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0.3150684931506849,0.07435853900381685,0.6666666666666666,0.39795918367346933,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0.2328767123287671,0.15838008177014712,0.2,0.44897959183673464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1095890410958904,0.11170114505372108,0.5333333333333333,0.346938775510204,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
0.2054794520547945,0.1185388679860366,0.5333333333333333,0.39795918367346933,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
0.2876712328767123,0.011275315467054238,0.4,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.35616438356164376,0.19008842585675284,0.8666666666666667,0.44897959183673464,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0.3150684931506849,0.12308920009236496,1.0,0.6020408163265305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.5068493150684932,0.19686027084663343,0.5333333333333333,0.19387755102040813,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0.2465753424657534,0.04384618519172519,0.26666666666666666,0.39795918367346933,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.35616438356164376,0.07114274459732957,0.4,0.39795918367346933,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.5753424657534245,0.06569457084255852,0.5333333333333333,0.39795918367346933,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.5342465753424657,0.13893182651689057,0.8,0.39795918367346933,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.0273972602739726,0.10595414351883295,0.5333333333333333,0.39795918367346933,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
0.5068493150684932,0.11404762228168594,0.6,0.6020408163265305,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0.30136986301369856,0.24108270737968787,0.5333333333333333,0.8061224489795917,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
0.4383561643835617,0.12298189375314109,0.5333333333333333,0.39795918367346933,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.0821917808219178,0.12117738145366133,0.7333333333333334,0.520408163265306,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
0.0410958904109589,0.17232175602070063,0.6,0.43877551020408156,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
0.3835616438356165,0.2544484589994703,0.8,0.39795918367346933,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0.1780821917808219,0.03237255674332052,0.6,0.39795918367346933,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0.0684931506849315,0.20322122763885306,0.6,0.14285714285714282,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.4246575342465753,0.15628760815528178,0.4,0.39795918367346933,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
0.0547945205479452,0.12558577036443405,0.6,0.39795918367346933,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
0.0273972602739726,0.36117819643851623,0.5333333333333333,0.24489795918367346,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.1917808219178082,0.04881012211189742,0.6,0.37755102040816324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.4246575342465753,0.17195637114410292,0.7333333333333334,0.39795918367346933,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.1917808219178082,0.33658195351869713,0.26666666666666666,0.42857142857142855,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.4931506849315069,0.051765800518873695,0.8,0.39795918367346933,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.0958904109589041,0.10914141345539996,0.8,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.4383561643835617,0.055930373127232716,0.5333333333333333,0.39795918367346933,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0.1095890410958904,0.18859768272639602,0.5333333333333333,0.346938775510204,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
0.547945205479452,0.22113934882710098,0.8,0.39795918367346933,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.4931506849315069,0.08969994974260062,0.5333333333333333,0.37755102040816324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.3698630136986301,0.07882873093275017,0.8666666666666667,0.39795918367346933,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
